Agent,Mean_point_estimate,Mean_ci_lower,Mean_ci_upper,StdDev_point_estimate,StdDev_ci_lower,StdDev_ci_upper,CVaR_50_point_estimate,CVaR_50_ci_lower,CVaR_50_ci_upper,CVaR_95_point_estimate,CVaR_95_ci_lower,CVaR_95_ci_upper,CVaR_99_point_estimate,CVaR_99_ci_lower,CVaR_99_ci_upper,MAE_point_estimate,MAE_ci_lower,MAE_ci_upper,WorstCase_point_estimate,WorstCase_ci_lower,WorstCase_ci_upper
Agente delta de opción europea,0.011700989678502083,0.007541088014841082,0.015717956237494946,0.09992566704750061,0.09695937540382146,0.10327192265540361,0.06310494989156723,0.05715894028544426,0.06776733063161373,0.21880386769771576,0.20078070536255838,0.2312283843755722,0.33274948596954346,0.2955200992524624,0.3650074116885662,0.07577057927846909,0.072912622615695,0.07793320845812558,0.4423825740814209,0.433867484331131,0.4423825740814209
Agente Recurrente,0.008074650540947914,0.0010272214305587137,0.015464507997967301,0.16933126747608185,0.1645934458822012,0.17332979701459408,0.12082403898239136,0.1132994381710887,0.1294806133955717,0.369742751121521,0.3490974701941013,0.38873436227440833,0.5200907588005066,0.4780811682343483,0.5518771857023239,0.12901075184345245,0.1243439819663763,0.13290879540145398,0.7550051212310791,0.6136276721954346,0.7550051212310791
