Agent,Mean_point_estimate,Mean_ci_lower,Mean_ci_upper,StdDev_point_estimate,StdDev_ci_lower,StdDev_ci_upper,CVaR_50_point_estimate,CVaR_50_ci_lower,CVaR_50_ci_upper,CVaR_95_point_estimate,CVaR_95_ci_lower,CVaR_95_ci_upper,CVaR_99_point_estimate,CVaR_99_ci_lower,CVaR_99_ci_upper,MAE_point_estimate,MAE_ci_lower,MAE_ci_upper,WorstCase_point_estimate,WorstCase_ci_lower,WorstCase_ci_upper
Agente delta de opción europea,0.011700989678502083,0.007433687918819489,0.01571469896007329,0.09992566704750061,0.09704635813832282,0.10292103122919798,0.06310494989156723,0.057149865478277204,0.06806972790509462,0.21880386769771576,0.20387672819197178,0.22426144741475582,0.33274948596954346,0.30477498695254324,0.352010203897953,0.07577057927846909,0.07350212484598159,0.07834510952234268,0.4423825740814209,0.422323602437973,0.4423825740814209
Agente Recurrente,0.008074650540947914,0.0013718860340304676,0.012684224662370975,0.16933126747608185,0.16195099614560604,0.17387236654758453,0.12082403898239136,0.11518352460116148,0.12900765761733055,0.369742751121521,0.341778739541769,0.39523848667740824,0.5200907588005066,0.46221605166792873,0.5625338703393936,0.12901075184345245,0.12420507967472076,0.13237109296023847,0.7550051212310791,0.6521282523870469,0.7550051212310791
