band_bound,band_pct,band_slug,simulation_index,eval_seed,run_dir,benchmark_point_agent,benchmark_empirical_agent,benchmark_point_mean,benchmark_point_stddev,benchmark_point_cvar_50,benchmark_point_cvar_95,benchmark_point_cvar_99,benchmark_point_mae,benchmark_point_worstcase,benchmark_empirical_mean_error,benchmark_empirical_std_error,benchmark_empirical_mae_error,benchmark_empirical_mse_error,benchmark_empirical_worst_case,benchmark_empirical_var_95,benchmark_empirical_var_99,benchmark_empirical_q_1pct,benchmark_empirical_q_0_5pct,benchmark_empirical_q_0_1pct,benchmark_empirical_cvar_50,benchmark_empirical_cvar_90,benchmark_empirical_cvar_95,benchmark_empirical_cvar_99,benchmark_empirical_es_95,benchmark_empirical_es_99,benchmark_empirical_exceedance_left_1pct,benchmark_empirical_exceedance_left_0_1pct
0.0,0.0,0000,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0000__sim_01,bs_delta_hedging,bs_delta_hedging,-2.134328842163086,2.4061222076416016,22.534751892089844,63.40352249145508,99.23005676269533,13.131150245666504,231.58685302734372,-2.134328799665853,2.406122229152624,2.331807035118507,10.344783606705477,85.65972900390625,6.089819288253784,9.749476432800291,-9.749476432800291,-11.440901770591736,-18.109000108718877,3.687337198472023,6.968731361865998,8.59827406311035,13.46948344230652,8.59827406311035,13.46948344230652,0.01,0.001
0.005,0.5,0005,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0005__sim_01,bs_delta_hedging,bs_delta_hedging,-2.125097751617432,2.406146287918091,22.519500732421875,63.36853790283203,99.19461059570312,13.121865272521973,231.47573852539065,-2.125097558501357,2.406146420384715,2.3233874383806365,10.305580229478606,85.67756652832031,6.079303765296936,9.749679317474364,-9.749679317474364,-11.367457427978517,-18.1103687915802,3.6785676822423934,6.961538999319076,8.59203796339035,13.46079692363739,8.59203796339035,13.46079692363739,0.01,0.001
0.01,1.0,0010,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0010__sim_01,bs_delta_hedging,bs_delta_hedging,-2.110991716384888,2.4060380458831787,22.49681282043457,63.33339691162109,99.18048858642578,13.10767936706543,231.47573852539065,-2.1109917382007217,2.406038186199797,2.3111291801720237,10.245305872203314,85.67756652832031,6.062891101837158,9.759208545684814,-9.759208545684814,-11.350061573982238,-18.11026975059509,3.6651270438075065,6.948828402280808,8.578420341491698,13.447870836257934,8.578420341491698,13.447870836257934,0.01,0.001
0.015,1.5,0015,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0015__sim_01,bs_delta_hedging,bs_delta_hedging,-2.093352794647217,2.4035732746124268,22.468647003173828,63.29052734375,99.123046875,13.089943885803224,231.47573852539065,-2.093352826052411,2.4035732883292376,2.2957012292666463,10.15929060671144,85.67756652832031,6.03526873588562,9.749997797012329,-9.749997797012329,-11.326246919631958,-17.898432008743285,3.645937937867641,6.92419429898262,8.556785603523254,13.420929465293884,8.556785603523254,13.420929465293884,0.01,0.001
0.02,2.0,0020,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0020__sim_01,bs_delta_hedging,bs_delta_hedging,-2.0734972953796387,2.4036011695861816,22.43825340270996,63.24434280395508,99.11502838134766,13.069992065429688,231.47573852539065,-2.073497338578549,2.4036011867101856,2.2796127572631857,10.076689877846936,85.67756652832031,6.023239088058472,9.70521879196167,-9.70521879196167,-11.313384733200072,-17.90246863746643,3.624630530536175,6.905652000665665,8.538834848880768,13.398383240699768,8.538834848880768,13.398383240699768,0.01,0.001
0.025,2.5,0025,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0025__sim_01,bs_delta_hedging,bs_delta_hedging,-2.0538785457611084,2.4024312496185303,22.40982437133789,63.21011734008789,99.09371948242188,13.050292015075684,231.47573852539065,-2.0538786124429085,2.402431210382864,2.263339619129247,9.990093075272076,85.67675018310547,6.02381591796875,9.69650146484375,-9.69650146484375,-11.33702055454254,-17.90246863746643,3.603066621172428,6.8841831619739535,8.511800741195678,13.376503372192383,8.511800741195678,13.376503372192383,0.01,0.001
0.03,3.0,0030,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0030__sim_01,bs_delta_hedging,bs_delta_hedging,-2.0337979793548584,2.400812149047852,22.38043212890625,63.18389892578125,99.05606079101562,13.030109405517578,231.47573852539065,-2.0337980646109965,2.4008122467297253,2.247587133775579,9.900234011662866,85.67675018310547,6.00034875869751,9.627534103393554,-9.627534103393554,-11.271445350646973,-18.094390399932863,3.5824093578100205,6.857614627599716,8.484439888000487,13.349278764724732,8.484439888000487,13.349278764724732,0.01,0.001
0.035,3.5000000000000004,0035,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0035__sim_01,bs_delta_hedging,bs_delta_hedging,-2.011138200759888,2.3985090255737305,22.3459415435791,63.14117050170898,99.02497863769533,13.007326126098633,231.47573852539065,-2.011138062016718,2.3985089541540416,2.230445254334432,9.797521507649476,85.67679595947266,5.966846656799317,9.589960470199586,-9.589960470199586,-11.323097991943358,-17.661947298049927,3.5571554575920104,6.826210230112076,8.446767006397247,13.323859567642211,8.446767006397247,13.323859567642211,0.01,0.001
0.04,4.0,0040,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0040__sim_01,bs_delta_hedging,bs_delta_hedging,-1.991083741188049,2.3982300758361816,22.317705154418945,63.12053298950195,99.00656127929688,12.987184524536133,231.47573852539065,-1.9910838082531053,2.398230156447113,2.216514218864634,9.715922614780032,85.67679595947266,5.970417594909668,9.637199449539184,-9.637199449539184,-11.220694074630735,-17.541934984207153,3.5384419923067094,6.80901376247406,8.421558698654176,13.2670365190506,8.421558698654176,13.2670365190506,0.01,0.001
0.045,4.5,0045,1,34,G:\Mi unidad\Tesis2026\Models\Organized\THESIS_FINAL\W3_garch_t_random_ctx50\1a_2_euro_tc1_band\compare\_tmp_bs_band_calibration\band_0045__sim_01,bs_delta_hedging,bs_delta_hedging,-1.970018744468689,2.3971059322357178,22.28876495361328,63.1356201171875,99.04380798339844,12.966008186340332,231.47573852539065,-1.9700187620105745,2.397105909244563,2.2013077677868518,9.62709066280888,85.67679595947266,5.964549446105957,9.549520139694216,-9.549520139694216,-11.369488601684573,-17.32487726211548,3.5166717542529105,6.785983539581299,8.399714856624604,13.217037887573245,8.399714856624604,13.217037887573245,0.01,0.001
